feature_name,address,city,state,side,category,group_class,year_dedicated,year_rededicated,latitude,longitude
McFarland Park and Recreation Area,Mcfarland Park,Florence,AL,South,Park,Park,NA,NA,34.79981,-87.677251
Morgan Drive,NA,Livingston,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5671894,-88.2156654
Polk Street,NA,Mobile,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.660413,-88.0791707
Prattville Dragoons Memorial Monument (SCV),Prattville Primary School. Washington St. And E. Fourth St.,Prattville,AL,South,Monument,Monument,2002,NA,32.462582,-86.469178
Robert E. Lee Drive,NA,Millbrook,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.493074,-86.3710383
Robert E. Lee Drive,NA,Gardendale,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.7335662,-86.8858629
Robert E. Lee Drive,NA,Hodges,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.3282178,-87.9402623
Robert E. Lee High School,225 Ann St.,Montgomery,AL,South,School,School,1955,NA,32.3782349,-86.2710571
Robert E. Lee Primary Elementary School,220 Baker Road,Satsuma,AL,South,School,School,2012,NA,30.8475166,-88.0674496
Robert E. Lee Statue,Robert E. Lee High School,Montgomery,AL,South,Monument,Monument,1908,NA,32.3668052,-86.2999689
Robert E. Lee Street,NA,Leeds,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.540379,-86.5650416
Robert E. Lee Street,NA,Mobile,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.6600403,-88.0779524
Robert Lee Street,NA,Trussville,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.6031539,-86.5715274
Robert Lee Street,NA,Monroeville,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.5140323,-87.3337914
Robinson Springs Camp Confederate Monument,5899 Main Street And Monument Drive,Millbrook,AL,South,Monument,Monument,1913,NA,32.5138166,-86.3801621
Selma Navy Yard Memorial,Water Ave. And Sylvan St.,Selma,AL,South,Monument,Monument,1917,NA,32.408747,-87.014033
Sons of Confederate Veterans Commemorative License Plate,NA,Montgomery,AL,South,Commemorative License Plate,Commemorative License Plate,NA,NA,32.3437215,-86.3861223
Stonewall Circle,NA,Ozark,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.4252885,-85.6707231
Stonewall Lane,NA,Monroeville,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.5140323,-87.3337914
Stonewall Street,NA,Livingston,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.5671894,-88.2156654
The Soldier Dead,NA,Hayneville,AL,NA,Monument,Monument,NA,NA,32.184052,-86.580709
Town of Midway Marker,Midway City Office Building. Railroad St.,Midway,AL,South,Monument,Monument,2010,NA,32.070202,-85.5242296
Turkey Town Monument,Us-411,Gadsden,AL,South,Monument,Monument,NA,NA,34.0631181,-85.9351704
Tuskegee Confederate Monument,Town Square,Tuskegee,AL,South,Monument,Monument,1906,NA,32.424077,-85.690782
University of Alabama Civil War Memorial,University Of Alabama,Tuscaloosa,AL,South,Monument,Monument,1914,NA,33.211112,-87.546123
Van Dorn Street,NA,Mobile,AL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.6587822,-88.0811886
Wheeler Lake,Tennessee River,Decatur,AL,South,River / Creek / Lake,Body of Water,1936,NA,34.8083333,-87.385522
Arkadelphia Confederate Monument,Clark County Courthouse,Arkadelphia,AR,South,Monument / Courthouse,Monument,1911,NA,34.118718,-93.050509
Batesville Confederate Monument,NA,Batesville,AR,South,Monument,Monument,1907,NA,35.769799,-91.6409721
Beauregard Drive,NA,Little Rock,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.723712,-92.1917342
Bentonville Confederate Monument,Town Square. Across From Benton County Courthouse.,Bentonville,AR,South,Monument,Monument,1908,NA,36.3728538,-94.2088172
Camden Confederate Women Monument,"Ouichita County Courthouse Lawn, Jefferson St. Between Harrison St. And Scott Alley",Camden,AR,South,Monument / Courthouse,Monument,1915,NA,33.584589,-92.830865
City of Forrest City,NA,Forrest City,AR,South,Municipality,Municipality,1870,NA,35.01,-90.788611
Claiborne Drive,NA,Little Rock,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.723712,-92.1917342
Confederate Bench,"503 E 9th St, MacArthur Museum of Arkansas Military History also known as the City Park, the Arsenal, MacArthur Park",Little Rock,AR,South,Monument,Monument,1936,NA,34.7464809,-92.2895948
Confederate Captain Richard Tunball Banks Monument,NA,New Edinburg,AR,South,Monument,Monument,1864,NA,33.7573332,-92.2382185
Confederate Drive,NA,Forrest City,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,35.0314759,-90.7941693
Confederate Monument,Mississippi County Courthouse,Osceola,AR,South,Monument / Courthouse,Monument,1934,NA,35.7032472,-89.9706673
Confederate Mothers Memorial Park,Jct. Of Ar 326 And S. Glenwood Ave.,Russellville,AR,South,Park,Park,NA,NA,35.2699881,-93.1397399
Confederate Soldiers Memorial,"On the grounds of the Arkansas State Capitol, Woodlane St & W. 4th St",Little Rock,AR,South,Monument,Monument,1905,NA,34.7464809,-92.2895948
Confederate Soldiers Monument,801 Locust St,Conway,AR,South,Monument / Courthouse,Monument,1925,NA,35.088889,-92.442778
Confederate Street,NA,Lake Village,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.3352558,-91.2859922
Confederate Veterans Memorial,Boone County Courthouse,Harrison,AR,South,Monument,Monument,1986,NA,36.2297936,-93.1076765
Confederate Veterans’ Memorial,NA,Benton,AR,South,Monument,Monument,NA,NA,34.5645371,-92.586828
Confederate War Memorial,NA,Prescott,AR,South,Monument,Monument,1964,NA,33.8026107,-93.3810057
Confederate War Memorial,NA,Smithville,AR,South,Monument,Monument,1996,NA,36.0803484,-91.3037428
Confederate War Memorial,Mississippi County Courthouse,Blytheville,AR,South,Monument / Courthouse,Monument,1934,NA,35.92881,-89.905192
Confederate War Prisoners Memorial,Arkansas State Capitol,Little Rock,AR,South,Monument,Monument,NA,NA,34.7463174,-92.2912127
Crittenden County Civil War Memorial,Crittenden County Court House,Marion,AR,South,Monument / Courthouse,Monument,1936,NA,35.206111,-90.201667
Dardanelle Confederate Monument,"NW Corner Of Courthouse Lawn, Near Jct. Of Union And Front Sts.",Dardanelle,AR,South,Monument,Monument,1921,NA,35.2231408,-93.1579532
El Dorado Confederate Monument,"Courthouse Lawn, Near Jct. Of N. Main St. And S. Washington",El Dorado,AR,South,Monument / Courthouse,Monument,1909,NA,33.20763,-92.6662674
Forrest City High School,467 Victoria St,Forrest City,AR,South,School,School,1914,NA,35.0206724,-90.7952944
Forrest City Jr. High School,1133 North Division St,Forrest City,AR,South,School,School,NA,NA,35.0208554,-90.7898214
Forrest Park Prep Preschool,1903 West 34Th St,Pine Bluff,AR,South,School,School,NA,NA,34.195065,-92.0213597
Fort Smith Confederate Monument,"Courthouse Lawn, Near Jct. Of 6Th St. And Rogers Ave.",Fort Smith,AR,South,Monument / Courthouse,Monument,1903,NA,35.3859242,-94.3985475
General Robert E. Lee Monument,City Park,Marianna,AR,South,Monument,Monument,1913,NA,34.7737082,-90.7576112
General Thomas J. Churchill Memorial,"300 W Markham St, Old State House Museum",Little Rock,AR,South,Monument,Monument,1928,NA,34.7464809,-92.2895948
General William Read Scurry Memorial,"300 W Markham St, Old State House Museum",Little Rock,AR,South,Monument,Monument,1928,NA,34.7464809,-92.2895948
Hot Springs Confederate Monument,Landmark Plaza,Hot Springs,AR,South,Monument,Monument,1934,NA,34.4922962,-93.0616741
Jackson County Confederate Memorial,"Jacksonport State Park. End Of Mall, Washington St And Avenue St.",Jacksonport,AR,South,Monument,Monument,1914,NA,35.6417455,-91.3095737
Jeb Stuart Drive,NA,Wilson,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,35.5743845,-90.0470715
Jeff Davis Avenue,NA,Jacksonville,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.867328,-92.1223912
Jeff Davis Street,NA,Hughes,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.9493997,-90.4737996
Jefferson Davis Memorial,NA,Fort Smith,AR,South,Monument,Monument,1937,NA,35.3859242,-94.3985475
Jefferson Davis Road,NA,Heber Springs,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,35.4451512,-92.0493893
Lake Village Confederate Monument,Chicot County Courthouse. Lakehore.,Lake Village,AR,South,Monument / Courthouse,Monument,1910,NA,33.3314091,-91.2842212
Lee County,NA,Marianna,AR,South,County,County,1873,NA,34.7737082,-90.7576112
Longstreet Drive,NA,Little Rock,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.723712,-92.1917342
Lonoke Confederate Monument,"Courthouse Lawn, Near Jct. Of 3Rd And Center Sts.",Lonoke,AR,South,Monument / Courthouse,Monument,1910,NA,34.7862261,-91.899829
Memorial to Company A Confederate Soldiers,Mcarthur Park. Northeast Corner Of Museum Of Natural History,Little Rock,AR,South,Monument,Monument,1911,NA,34.7464809,-92.2895948
Monument to Confederate Soldiers,Arkansas State Capitol. North Lawn At 7Th St.,Little Rock,AR,South,Monument,Monument,1905,NA,34.7463174,-92.2912127
Monument to Confederate Women,"State Capitol Grounds, Jct. Of W. 7Th And And Marshall Sts.",Little Rock,AR,South,Monument,Monument,1913,NA,34.7463174,-92.2912127
Pickett Drive,NA,Little Rock,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.723712,-92.1917342
Pine Bluff Confederate Monument,"North Side Of Jefferson Cty. Courthouse, Jct. Of Barraque And Main Sts.",Pine Bluff,AR,South,Monument,Monument,1910,NA,34.229979,-92.003288
Robert E. Lee Elem. School,400 Quandt,Springdale,AR,South,School,School,1951,NA,36.1794968,-94.1344681
Robert E. Lee Street,NA,El Dorado,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.2010405,-92.6819771
Robert E. Lee Street,NA,Malvern,AR,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.3595314,-92.7952081
Searcy Confederate Monument,"Courthouse Lawn, Near Jct. Of W. Arch Ave. And Spring St.",Searcy,AR,South,Monument / Courthouse,Monument,1917,NA,35.2501027,-91.7398996
Southern Soldiers Memorial,"300 W Markham St, Old State House Museum",Little Rock,AR,South,Monument,Monument,NA,NA,34.7464809,-92.2895948
Star City Confederate Memorial,Sw Corner Of Star City City Sq.,Star City,AR,South,Monument,Monument,1928,NA,33.9941928,-91.845844
Texas Memorial,NA,Pea Ridge,AR,South,Monument,Monument,1964,NA,36.447778,-94.116667
Van Buren Confederate Monument,Crawford County Courthouse,Van Buren,AR,South,Monument / Courthouse,Monument,1899,NA,35.436756,-94.348268
Confederate Memorial,NA,Picacho Pass,AZ,Not a State,Monument,Monument,NA,NA,34.0489281,-111.0937311
Confederate Troops Memorial,Wesley Bolin Memorial Plaza,Phoenix,AZ,Not a State,Monument,Monument,1961,NA,33.8546321,-112.1182618
Jefferson Davis Highway,NA,NA,AZ,Not a State,Road / Street / Highway,Highway / Roadway,1943,NA,31.62959,-110.049257
City of Confederate Corners,NA,Confederate Corners,CA,North,Municipality,Municipality,1865,NA,36.64472,-121.66333
City of Fort Bragg,NA,Fort Bragg,CA,North,Municipality,Municipality,1889,NA,39.3769763,-123.687054
Jefferson Davis Highway,NA,San Diego,CA,North,Road / Street / Highway,Highway / Roadway,NA,NA,32.7141629,-117.1646343
Johnston Street,NA,Los Angeles,CA,North,Road / Street / Highway,Highway / Roadway,NA,NA,34.0756003,-118.2167141
Robert E. Lee Elementary,1620 Temple Avenue,Long Beach,CA,North,School,School,NA,NA,33.7873987,-118.1588857
Robert E. Lee Elementary School,6196 Childs Ave.,San Diego,CA,North,School,School,1959,NA,32.6704766,-117.0560975
Fighting Joe Wheeler Statue,U.S. Capitol,Washington,DC,Border,Monument,Monument,1925,NA,38.8899396,-77.0093252
Jefferson Davis Senate Desk reserved for Senior Senator of Mississippi,NA,NA,DC,Border,Monument,Monument,NA,NA,38.8992651,-77.1546507
Baker County,NA,Macclenny,FL,South,County,County,1861,NA,30.2821807,-82.1220569
Bradford County,NA,Starke,FL,South,County,County,1861,NA,29.9441298,-82.1098275
Confederate Memorial,Magnolia Avenue,Orlando,FL,South,Monument,Monument,1911,NA,28.5584155,-81.3769236
Confederate Memorial,Lee Square,Pensacola,FL,South,Monument,Monument,1891,NA,30.419909,-87.21703
Confederate Memorial,On East Side Of I-75 Immediately South Of Exit 439 Interchange (County Road 136),White Springs,FL,South,Monument,Monument,2002,NA,30.314845,-82.803738
Confederate Monument,Munn Park,Lakeland,FL,South,Monument,Monument,1910,NA,28.0394654,-81.9498042
Confederate Monument,Four Freedoms Park,Madison,FL,South,Monument,Monument,NA,NA,30.4693772,-83.4129254
Confederate Monument,Hwy. 27,Perry,FL,South,Monument,Monument,NA,NA,30.136787000000002,-83.60444
Confederate Monument,La Plaza Del Constitucion,St. Augustine,FL,South,Monument,Monument,1879,NA,29.8925,-81.311937
Confederate Monument,Veterans' Park,St. Cloud,FL,South,Monument,Monument,2006,NA,28.245722,-81.28271
Confederate Monument,Manatee County Courthouse,Bradenton,FL,South,Monument / Courthouse,Monument,1924,NA,27.494969,-82.5733
Confederate Monument,Jackson County Courthouse,Marianna,FL,South,Monument / Courthouse,Monument,1881,NA,30.7737466,-85.2286117
Confederate Monument,Jefferson County Courthouse,Monticello,FL,South,Monument / Courthouse,Monument,1899,NA,30.5452022,-83.8701636
Confederate Monument,Putnam County Courthouse,Palatka,FL,South,Monument / Courthouse,Monument,1956,NA,29.6471046,-81.6349554
Confederate Monument,Gadsden County Courthouse,Quincy,FL,South,Monument / Courthouse,Monument,1884,NA,30.5886232,-84.5769272
Confederate Monument,Alachua County Administration Building,Gainesville,FL,South,Monument,Monument,1904,NA,29.6516344,-82.3248262
Confederate Oak,Sugar Mill Botanical Gardens,Port Orange,FL,South,Tree,Other,NA,NA,29.1383165,-80.9956105
Confederate Park,North Ferdon Blvd And East 1St Avenue,Crestview,FL,South,Park,Park,1958,NA,30.765675,-86.555243
Confederate Park,956 Hubbard Street,Jacksonville,FL,South,Park,Park,1907,NA,30.3341758,-81.6543625
Confederate Park Monument,North Ferdon Blvd And East 1St Avenue,Crestview,FL,South,Monument,Monument,1958,NA,30.765675,-86.555243
Confederate Point Road,NA,Jacksonville,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.2639385,-81.7349302
Confederate Soldier,Hernando County Courthouse. 20 N. Main St.,Brooksville,FL,South,Monument / Courthouse,Monument,1916,NA,28.555039,-82.387683
Confederate Soldiers Monument,Hillsborough County Courthouse. 419 Pierce St.,Tampa,FL,South,Monument / Courthouse,Monument,1911,NA,27.9496875,-82.4544898
Confederate Street,NA,Jacksonville,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.3342355,-81.6549769
Confederate Veterans,J. Saxton Loyd Riverfront Park,Daytona Beach,FL,South,Monument,Monument,1979,NA,29.2108147,-81.0228331
Confederate War Memorial,"4409 Lafayette Street, Confederate Park",Marianna,FL,South,Monument,Monument,1921,NA,30.7743596,-85.2268735
Florida Confederate Soldiers Memorial,Hemming Park,Jacksonville,FL,South,Monument,Monument,1899,NA,30.3321838,-81.655651
Forrest Street,NA,Hollywood,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,26.0361088,-80.2257367
General Lee Road,NA,Jacksonville,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.357684,-81.7542911
General Lee Road,NA,Hilliard,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.7276985,-81.9856389
Hemming Park,NA,Jacksonville,FL,South,Park,Park,1898,NA,30.3292994,-81.6592392
Hendry County,NA,LaBelle,FL,South,County,County,1923,NA,26.7617322,-81.4384092
Jeb Stuart Middle School,4815 Wesconnett Blvd,Jacksonville,FL,South,School,School,NA,NA,30.2534332,-81.7368774
Jeff Davis Drive,NA,Zephyrhills,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,28.2729436,-82.1795332
Jefferson Davis Middle School,7050 Melvin Rd,Jacksonville,FL,South,School,School,NA,NA,30.2544212,-81.7606735
Johnny Reb Monument,Ocala-Marion County Veterans Memorial Park,Ocala,FL,South,Monument / Courthouse,Monument,1908,NA,29.185649,-82.103965
Judah P. Benjamin Confederate Memorial,Gamble Plantation State Historic Site,Ellenton,FL,South,Monument,Monument,1925,NA,27.521705,-82.5275963
Judah P. Benjamin Confederate Memorial at Gamble Plantation Historic State Park,NA,Manatee,FL,South,Park,Park,1925,NA,27.5242341,-82.5261936
Lee County,NA,Fort Myers,FL,South,County,County,1887,NA,26.640628,-81.8723084
Lee Elementary School of Technology / World Studies,305 East Columbus Drive,Tampa,FL,South,School,School,1943,NA,27.9662571,-82.4572754
Lee Square,NA,Pensacola,FL,South,Park,Park,1889,NA,30.4197381,-87.2171951
Lee Street,NA,Hollywood,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,26.0297388,-80.2210197
Monument to Women of the Confederacy,"956 Hubbard Street, Confederate Park",Jacksonville,FL,South,Monument,Monument,1914,NA,30.3345089,-81.6538177
North Jeff Davis Avenue,NA,Perry,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.1187382,-83.5805227
Pasco County,NA,Dade City,FL,South,County,County,1887,NA,28.3647248,-82.1959178
Robert E. Lee Drive,NA,East Palatka,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,29.702675,-81.5633091
Robert E. Lee High School,1200 Mcduff Ave S,Jacksonville,FL,South,School,School,1928,NA,30.3070087,-81.7042007
Robert E. Lee Lane,NA,Macclenny,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,30.2501234,-82.1526091
Robert E. Lee Middle School,1201 Maury Rd,Orlando,FL,South,School,School,1956,NA,28.5841026,-81.3972092
Robert E. Lee Park,Nw 6Th Avenue And Nw 30Th Street,Miami,FL,South,Park,Park,NA,NA,25.8043802,-80.2236631
Robert E. Lee Road,NA,Tampa,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,28.023737,-82.3690107
Robert Lee Road,NA,St. Cloud,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,28.1839558,-81.1755541
Southeast General Lee Terrace,NA,Stuart,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,27.152054,-80.1756677
Stonewall Jackson Elementary School,6127 Cedar Hills Blvd,Jacksonville,FL,South,School,School,NA,NA,30.267228,-81.7416226
Stonewall Jackson Middle School,6000 Stonewall Jackson Rd,Orlando,FL,South,School,School,1964,NA,28.5299644,-81.3032455
Stonewall Jackson Road,NA,Orlando,FL,South,Road / Street / Highway,Highway / Roadway,NA,NA,28.5317445,-81.3052405
Walton County Confederate Monument,Walton County Courthouse,Defuniak Springs,FL,South,Monument / Courthouse,Monument,1871,NA,30.7210227,-86.1152184
Walton County Flag,Walton County Courthouse,Defuniak Springs,FL,South,Flag / Courthouse,Flag,1871,NA,30.7210227,-86.1152184
Yellow Bluff Fort Monument,Yellow Bluff Fort Park,Jacksonville,FL,South,Monument,Monument,1950,NA,30.3321838,-81.655651
At Rest Arms Monument,Courthouse Square,Thomaston,GA,South,Monument / Courthouse,Monument,1908,NA,32.8881879,-84.3265854
Augusta Confederate Monument,"700 Block, Broad Street",Augusta,GA,South,Monument,Monument,1878,NA,33.4734978,-82.0105148
Bartow County,NA,Cartersville,GA,South,County,County,1861,NA,34.1650972,-84.7999382
Bartow County Confederate Monument,Bartow County Courthouse,Cartersville,GA,South,Monument,Monument,1908,NA,34.1650972,-84.7999382
Beauregard Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0127438,-81.1022118
Bedford Forrest Drive,NA,Sharpsburg,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.3617623,-84.6674711
Ben Hill County,NA,Fitzgerald,GA,South,County,County,1956,NA,31.7149082,-83.2526545
Ben Hill Street,NA,LaGrange,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.0407886,-85.0395194
Bibb County Confederate Monument,Cotton Ave. And Second St.,Macon,GA,South,Monument,Monument,1879,NA,32.8313472,-83.6334438
Birthplace of Lucius Quintus Cincinnatus Lamar,Courthouse,Eatonton,GA,South,Monument / Courthouse,Monument,1936,NA,33.3267997,-83.3884961
Bleckley County,NA,Cochran,GA,South,County,County,1985,NA,32.396839,-83.35319
Bleckley County Confederate Monument,Dykes St. And Second St.,Cochran,GA,South,Monument,Monument,1910,NA,32.3929685,-83.3601884
Bragg Street,NA,Fitzgerald,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.7194049,-83.2624435
Brigadier General Alfred Iverson Jr.,248 Oakland Avenue Se,Atlanta,GA,South,Monument,Monument,NA,NA,33.748727,-84.3731212
Calhoun Veterans Monument,Rte. 41 And 225,Calhoun,GA,South,Monument,Monument,1927,NA,34.502587,-84.9510542
Candler Hall at the University of Georgia,University Of Georgia Campus,Athens,GA,South,Building,Other,1901,NA,33.957276,-83.375797
Colonel Francis S. Bartow Bust,Forsyth Park. Bull St.,Savannah,GA,South,Monument,Monument,1902,NA,32.0549595,-81.1011279
Colquitt County Confederate Monument,Courthouse Square,Moultrie,GA,South,Monument / Courthouse,Monument,1909,NA,31.1795176,-83.7904437
Confederate Avenue,NA,Dallas,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.9288179,-84.8435624
Confederate Flag,Rabun County Courthouse,Clayton,GA,South,Flag / Courthouse,Flag,NA,NA,34.8781479,-83.4009933
Confederate Flagpole,Early County Courthouse,Blakely,GA,South,Monument / Courthouse,Monument,1861,NA,31.377951,-84.934377
Confederate Memorial,Grady County Courthouse,Cairo,GA,South,Flag / Courthouse,Flag,NA,NA,30.8774132,-84.2012897
Confederate Memorial,Forsyth Park,Savannah,GA,South,Monument,Monument,1875,NA,32.067312,-81.09633
Confederate Memorial,North Oak Street,Springfield,GA,South,Monument,Monument,1923,NA,32.373545,-81.314378
Confederate Memorial,Wilcox County Library,Abbeville,GA,South,Monument,Monument,1909,NA,31.9924574,-83.3069314
Confederate Memorial Arch,Brown Park,Canton,GA,South,Monument,Monument,1923,NA,34.2367621,-84.4907621
Confederate Memorial Drinking Fountain,Courthouse Traffic Circle,McDonough,GA,South,Monument / Courthouse,Monument,1915,NA,33.4473361,-84.1468616
Confederate Memorial Fountain,S. Jefferson Street,Milledgeville,GA,South,Monument,Monument,1912,NA,33.0705366,-83.2222728
Confederate Monument,Rees Park,Americus,GA,South,Monument,Monument,1900,NA,32.0723861,-84.2326876
Confederate Monument,Willis Park,Bainbridge,GA,South,Monument,Monument,1936,NA,30.9037995,-84.5754699
Confederate Monument,Memorial Park. Taylor St. And Memorial Dr.,Griffin,GA,South,Monument,Monument,1909,NA,33.2384669,-84.2452684
Confederate Monument,Carroll County Courthouse,Carrollton,GA,South,Monument / Courthouse,Monument,1910,NA,33.579771,-85.07324
Confederate Monument,Rockdale County Courthouse,Conyers,GA,South,Monument / Courthouse,Monument,1913,NA,33.6676103,-84.0176904
Confederate Monument,Taliaferro County Courthouse,Crawfordville,GA,South,Monument / Courthouse,Monument,1898,NA,33.5540209,-82.8959785
Confederate Monument,Monroe County Courthouse,Forsyth,GA,South,Monument / Courthouse,Monument,1907,NA,33.0342974,-83.938242
Confederate Monument,Hart County Courthouse,Hartwell,GA,South,Monument / Courthouse,Monument,1908,NA,34.3528825,-82.932087
Confederate Monument,Pulaski County Courthouse,Hawkinsville,GA,South,Monument / Courthouse,Monument,1908,NA,32.2837731,-83.4721177
Confederate Monument,Walton County Courthouse,Monroe,GA,South,Monument / Courthouse,Monument,1907,NA,33.7948364,-83.713229
Confederate Monument,Montgomery County Courthouse,Mount Vernon,GA,South,Monument / Courthouse,Monument,1997,NA,32.1742045,-82.5968887
Confederate Monument,Brooks County Courthouse,Quitman,GA,South,Monument / Courthouse,Monument,1878,NA,30.7849191,-83.5598811
Confederate Monument,Spotsylvania County Courthouse,Spotsylvania,GA,South,Monument / Courthouse,Monument,1918,NA,38.2026432,-77.5853267
Confederate Monument,Bulloch County Courthouse,Statesboro,GA,South,Monument / Courthouse,Monument,1909,NA,32.4487876,-81.7831674
Confederate Monument of Eastman,Dodge County Courthouse Square,Eastman,GA,South,Monument / Courthouse,Monument,1910,NA,32.2009518,-83.1754607
Confederate Reunion Memorial,Lamb Avenue And Moody Street,Union Point,GA,South,Monument,Monument,1874,NA,33.612761,-83.073157
Confederate Soldier,Peterson Ave. And Ward St.,Douglas,GA,South,Monument,Monument,1911,NA,31.5097434,-82.8618043
Confederate Veterans Monument,Chattahoochee County Courthouse,Cusseta,GA,South,Monument / Courthouse,Monument,NA,NA,32.3061354,-84.7770485
Confederate War Memorial,Courthouse Square,Covington,GA,South,Monument / Courthouse,Monument,1906,NA,33.5967815,-83.8601827
Confederate War Memorial,Douglas County Courthouse,Douglasville,GA,South,Monument / Courthouse,Monument,1914,NA,33.7514966,-84.7477136
Confederate Wayside Home Monument,Fluker Street And Sibley Avenue,Union Point,GA,South,Monument,Monument,1936,NA,33.615207,-83.075934
Confederate Women Fountain (Women of the Sixties),Main St. And Railroad St.,Thomson,GA,South,Monument,Monument,1916,NA,33.465878,-82.502197
Cook County,NA,Adel,GA,South,County,County,1918,NA,31.1371358,-83.4234936
Crisp County Confederate Monument,Community Clubhouse. Corner Of 16Th Ave. And 7Th St.,Cordele,GA,South,Monument,Monument,1911,NA,31.9802949,-83.7828398
Davis Elementary School,5491 Hwy 301,Trenton,GA,South,School,School,NA,NA,34.8866397,-85.5493871
Dooly County Confederate Monument,Dooly County Courthouse,Vienna,GA,South,Monument / Courthouse,Monument,1908,NA,32.0910883,-83.7987974
Early Street,NA,Savannah,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.0178032,-81.1068643
Eatonton Confederate Monument,108 South Madison Ave. And West Marion St. Across From Courthouse,Eatonton,GA,South,Monument,Monument,1908,NA,33.3267997,-83.3884961
Elbert County Confederate Monument,Sutton Square,Elberton,GA,South,Monument,Monument,1898,NA,34.1275536,-82.8551312
Eternal Flame of the Confederacy,Underground - Five Points Marta,Atlanta,GA,South,Monument,Monument,1939,NA,33.7541414,-84.3921185
First Confederate Hospital of the Civil War,W. Main St. At Park St.,Kingston,GA,South,Monument,Monument,NA,NA,34.2356712,-84.9458867
Forrest Road,NA,Fort Oglethorpe,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.9456442,-85.2542904
Fort Benning,NA,Fort Benning,GA,South,Military Base,Military Base,1918,NA,32.3523691,-84.9688191
Fort Gordon,NA,Fort Gordon,GA,South,Military Base,Military Base,1917,NA,33.420972,-82.1620645
Franklin County Confederate Monument,Franklin County Courthouse Front Walkway,Carnesville,GA,South,Monument / Courthouse,Monument,1910,NA,34.369839,-83.234982
General Johnston Headquarters,314 N. Selvidge St.,Dalton,GA,South,Monument,Monument,NA,NA,34.775697,-84.969176
General Lafayette McLaws Bust,Forsyth Park,Savannah,GA,South,Monument,Monument,1902,NA,32.067312,-81.09633
General Lee Drive,NA,Newnan,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.4155868,-84.7094593
General Lee Road,NA,Warner Robins,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.6536698,-83.6684524
General Lee Road,NA,Macon,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,32.8664428,-83.6724586
General Lee Way,NA,Buford,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,34.0742351,-83.9311535
General Longstreet Line,NA,Newnan,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,33.4086631,-84.7055965
General Robert E. Lee Road,NA,Brunswick,GA,South,Road / Street / Highway,Highway / Roadway,NA,NA,31.2437534,-81.542721
Glynn County Confederate Monument,Hanover Square,Brunswick,GA,South,Monument,Monument,1902,NA,31.1499528,-81.4914894
